incident_no|incident_code|date_reported|status_code|occurred|location_code|address|stolen_value|lost_value|narrative
12002893|TRAFFIC - OTHER|8/4/2012 23:22|Inactive|Date: 08/04/2012 23:22||N 17TH ST & VINE ST|0.00|0.00|Officer attempted to stop a vehicle for speeding.  The unknown driver sped off and the Officer discontinued his attempt. No suspects at this time.
12002895|ALCOHOL - DWI|8/5/2012 4:04|Cleared by Arrest|Date: 08/05/2012 04:04||N 17TH ST & VINE ST|0.00|0.00|UNL student was stopped for speeding. She was taken to detox and cited for DUI, Refusing a Chemical Test, MIP, Open Container and Speeding.
12002896|ASSAULT - OF POLICE OFFICER|8/5/2012 4:46|Cleared by Arrest|Date: 08/05/2012 04:46|Sigma Nu|625 North 16th St.|0.00|0.00|UNL ofc. assaulted and UNL student cited and lodged for assault.
12002899|ALCOHOL - DWI|8/6/2012 1:52|Cleared by Arrest|Date: 08/06/2012 01:52||N 17TH ST & VINE ST|0.00|0.00|Non-student stopped for speeding. He was taken to detox and cited for DUI (.243 BAC).
12002900|Open Container|8/6/2012 2:40|Cleared by Arrest|Date: 08/06/2012 02:40||VINE ST & N 17TH ST|0.00|0.00|Non-student, a passenger in a car, was cited/released for Open Container (can of beer).
12002902|HAZING|8/6/2012 13:00|Inactive|:|||0.00|0.00|Belated report of some hazing type behavior. Investigation on-going.
12002904|DISTURBANCE - OTHER|8/6/2012 18:43|Cleared by Exception|Date: 08/06/2012 18:43|West Stadium|740 Stadium Dr|0.00|0.00|Disturbance at West Stadium Security Desk.
12002905|NARCOTICS - POSSESSION|8/6/2012 20:13|Cleared by Arrest|Date: 08/06/2012 20:13|Selleck Quad|600 North 15th St|0.00|0.00|Persons arrested for possession of Marihuana less than an oz. and MIP, this occurred in Selleck Hall.
12002915|SS - CHECK WELFARE OF PERSON|8/7/2012 9:30|Cleared by Exception|between: 05/31/2012 14:12 and 08/08/2012 14:12|||0.00|0.00|Check welfare of student who had not been to class. Student was located and found to be okay.
12002911|LARCENY - FROM BUILDING|8/7/2012 18:45|Cleared by Arrest|between: 08/07/2012 17:30 and 08/07/2012 18:45|Campus Recreation Center|841 North 14th St|297.00|0.00|Items taken from the womens locker room at the Campus Recreation Center, $297 loss.
12002917|LARCENY - FROM BUILDING|8/8/2012 11:58|Inactive|between: 08/08/2012 10:45 and 08/08/2012 11:45|Campus Recreation Center|841 North 14th St|410.00|0.00|A UNL student called UNLPD to report the theft of his wallet from a locker at the Campus Rec Center.
12002921|MEDICAL EMERGENCY|8/8/2012 19:24|Cleared by Exception|Date: 08/08/2012 19:24||3320 Starr Street #1|0.00|0.00|Medical call at 3320 Starr Street, one person transported to St. Elizabeth hospital by LFR.
12002927|ACCIDENTS - P.D. NOT REPORTABLE|8/9/2012 9:03|Cleared by Exception|Date: 08/09/2012 08:32|Avery Hall|1144 T St|0.00|120.00|Ofc. was dispatched to the sidewalk east of Avery Hall on a sprinkler head that had been broken.  Ofc. made contact with the person responsible and he agreed to pay for the damage.
12002933|BURGLARY|8/9/2012 15:05|Inactive|between: 08/09/2012 06:00 and 08/09/2012 12:05|Conservation and Survey Annex|2000 N 34th|15000.00|0.00|Unknown person(s) entered the Conservation Survey Building on East Campus and took keys to a vehicle and left the area in the vehicle. Vehicle later recovered. $15,000 recovered. Other items may still be missing.
12002937|TRAFFIC - SUSPENDED DRIVER|8/10/2012 0:41|Cleared by Arrest|Date: 08/10/2012 00:41||N 16TH ST & Q ST|0.00|0.00|Non-student was contacted on a traffic stop and was found to be suspended with 2 priors. Party was lodged for DUS.
12002929|OUTSIDE - O.P.S. OTHER|8/10/2012 11:39|Cleared by Exception|between: 08/03/2012 22:14 and 08/04/2012 09:03|17 & R Parking Garage|300 North 17th St|0.00|0.00|Officer assisted Sarpy County Investigator with a case by viewing Vicon footage for a possible suspect to verify an alibi.
12002942|LOST OR STOLEN ITEM|8/10/2012 18:58|Inactive|between: 08/02/2012 00:01 and 08/03/2012 13:00|||0.00|0.00|Report of a lost Republic of India passport, USA Visa and I-94 form somewhere in the City of Lincoln.
12002945|TRAFFIC - SUSPENDED DRIVER|8/10/2012 23:13|Cleared by Arrest|Date: 08/10/2012 23:13||N 17TH ST & VINE ST|0.00|0.00|Non student contacted on a traffic stop.  Lodged for DUS, also cited for Speeding.
12002947|ALCOHOL - DWI|8/11/2012 0:52|Cleared by Arrest|Date: 08/11/2012 00:52||N 17TH ST & VINE ST|0.00|0.00|3 Non-students contacted on a traffic stop.  One party was cited/detox for DUI, Refuse Chemical Test and Speeding.  A second party was cited for Open Alcohol Container in Vehicle.
12002948|ALCOHOL - DWI|8/11/2012 2:21|Cleared by Arrest|Date: 08/11/2012 02:21||Q ST & N 16TH ST|0.00|0.00|2 non-students contacted on a traffic stop.  One cited/detox for DUI &gt; .15 (.210 BrAC), Open Container and Wrong Way on a One Way.  The other was released.
12002959|ALCOHOL - DWI|8/11/2012 23:25|Cleared by Arrest|Date: 08/11/2012 23:25||N 17TH ST & VINE ST|0.00|0.00|Non student stopped for speeding.  Cited/detox for DUI and Speeding (.082 BrAC).
12002968|LARCENY - MOTOR VEH. ACCESSORIES|8/12/2012 13:52|Inactive|between: 08/11/2012 12:30 and 08/12/2012 12:50|Conservation and Survey Annex|2000 N. 34th St.|800.00|0.00|Tires taken from a vehicle on East Campus, $800 loss.
12002972|TELEPHONE - OTHER|8/13/2012 9:43|Inactive|between: 08/12/2012 14:54 and 08/13/2012 09:20|Selleck Quad|600 North 15th St|0.00|0.00|A UNL student reported receiving harassing text messages.
12002980|TRAFFIC - SUSPENDED DRIVER|8/13/2012 23:14|Cleared by Arrest|Date: 08/13/2012 23:14||N 17TH ST & VINE ST|0.00|0.00|Non-student stopped for no plates on her vehicle. Cited and lodged in jail for Driving Under Suspension.
12002989|LARCENY - OTHER OR FROM OPEN AREA|8/15/2012 4:30|Inactive|between: 08/15/2012 00:00 and 08/15/2012 01:00|Phi Gamma Delta|1425 R St.|160.00|0.00|Black bag stolen off of a bicycle. Suspect description obtained.
12002991|LARCENY - OTHER OR FROM OPEN AREA|8/15/2012 7:14|Inactive|between: 08/14/2012 18:30 and 08/15/2012 07:14|Alpha Gamma Rho|1430 Idylwild|50.00|500.00|Ofc. was dispatched to the Alpha Gamma Rho construction site regarding a vandalism to their stone address sign.
12002994|MEDICAL EMERGENCY|8/15/2012 12:44|Inactive|Date: 08/15/2012 12:44|Delta Delta Delta|1601 R St.|0.00|0.00|Ofc. and LFR dispatched to the Delta Delta Delta sorority house on a UNL student who had fainted. The  student was transported to the hospital for further treatment.
12002997|LARCENY - STOLEN BIKE|8/15/2012 17:17|Inactive|between: 08/15/2012 11:00 and 08/15/2012 17:00|Plant Sciences Hall|1875 North 38th St|300.00|12.00|Report of a stolen Fuji 4.0 road bicycle.
12003003|ALCOHOL - DRUNK|8/16/2012 2:55|Cleared by Exception|Date: 08/16/2012 02:55|Nebraska Union|1400 R St|0.00|0.00|Non-student contacted after showing signs of intoxication. He was taken to detox (.186 BAC).
12003010|ACCIDENTS - P.D. NOT REPORTABLE|8/16/2012 18:41|Inactive|between: 08/16/2012 18:41 and 08/16/2012 18:41|||0.00|500.00|Belated report of a two vehicle non injury accident.  Driver 1 remained on scene while Driver 2 drove off without leaving information.
12003016|LARCENY - STOLEN BIKE|8/16/2012 22:12|Inactive|between: 08/16/2012 18:15 and 08/16/2012 22:10|Memorial Stadium|740 Stadium Dr.|88.00|20.00|Larceny of Bike and two bike lock cables damaged.
12003021|LITTERING|8/17/2012 2:11|Cleared by Arrest|between: 08/17/2012 02:11 and 08/17/2012 02:11|Andersen Hall|200 Centennial Mall North|0.00|0.00|Non student contacted for urinating.  Cited/released for Littering.
12003022|ALCOHOL - DWI|8/17/2012 2:18|Cleared by Arrest|Date: 08/17/2012 02:18||N 17TH ST & R ST|0.00|0.00|Non-student was contacted as the driver of a vehicle that was stopped for speeding and found to be intoxicated. Driver was cited for DUI (.207. BAC) and speeding.
12003026|DISTURBANCE - DOMESTIC|8/17/2012 12:30|Cleared by Exception|Date: 08/17/2012 08:00|Selleck Quad|600 North 15th St|0.00|0.00|UNL staff member reported a domestic situation occurring off campus.  LPD investigated the call.  Voice of Hope notified.
12003028|LARCENY - STOLEN BIKE|8/17/2012 14:46|Inactive|between: 08/17/2012 09:00 and 08/17/2012 14:40|Hardin Hall|1600 North 33rd St|406.00|0.00|Bike taken from racks by Hardin Hall, $400 loss.
12003034|LITTERING|8/18/2012 2:29|Cleared by Arrest|Date: 08/18/2012 02:29|Andersen Hall|200 Centennial Mall North|0.00|0.00|Non-student observed urinating near the building. Cited/released for Littering.
12003043|ACCIDENTS - INJURY|8/19/2012 1:24|Cleared by Arrest|Date: 08/19/2012 01:24|1220 N. 14th||0.00|6000.00|One vehicle accident.  Motorcyclist lost control of motorcycle and struck parking lot curb.  Minor injuries to hands and forearms, refused transport.  Cited/released for Reckless Driving/No Helmet/No Motorcycle Endorsement.
12003045|ALCOHOL - DRUNK|8/19/2012 3:44|Cleared by Exception|between: 08/19/2012 00:00 and 08/19/2012 02:00|Abel Hall|880 North 17th St|0.00|0.00|Report of male vomiting in the restroom.  UNL student transported to LGHWest for alcohol poisoning. Released from hospital and transported to Detox (.125 BrAC).
12003046|NARCOTICS - POSSESSION|8/19/2012 3:47|Cleared by Arrest|Date: 08/19/2012 03:47|Abel Hall|880 North 17th St|0.00|0.00|CSO reported the smell of marijuana.  UNL student cited/released for Possession of Marijuana &lt; 1 oz (4.7 grams) and Drug Paraphernalia.
12003047|LARCENY - MOTOR VEH. ACCESSORIES|8/19/2012 6:07|Inactive|between: 08/18/2012 23:00 and 08/19/2012 06:00||1033 N 16th Street|5.00|0.00|Gas cap stolen from a vehicle.
12003051|VANDALISM - OTHER|8/19/2012 13:00|Inactive|between: 08/18/2012 23:45 and 08/19/2012 12:30|Pound Hall|513 North 17th St|0.00|100.00|Window broken at Pound RD's apartment by unknown means, $100 damage.
12003052|LARCENY - STOLEN BIKE|8/19/2012 13:24|Cleared by Arrest|between: 08/14/2012 12:00 and 08/19/2012 13:24|Fedde Hall|1601 North 35th Street|496.00|0.00|Bike taken from rack by Fedde Hall, $496 loss.
12003057|MEDICAL EMERGENCY|8/19/2012 18:59|Inactive|Date: 08/19/2012 18:59||745 N 14th St|0.00|0.00|Person tripped and hit his head while at big red welcome taken to Bryan LGH West by LFR
12003059|MEDICAL EMERGENCY|8/19/2012 21:26|Cleared by Exception|Date: 08/19/2012 21:26|Campus Recreation Center|841 North 14th St|0.00|0.00|UNL student transported to Bryan/LGH West after dislocating a toe.
12003060|VANDALISM - OTHER|8/20/2012 0:10|Inactive|between: 08/13/2012 14:00 and 08/19/2012 15:30|14th & Avery Parking Garage|1111 North 14th St|0.00|20.00|A license plate was damaged.
12003062|ALCOHOL - MINOR IN POSSESSION|8/20/2012 1:01|Cleared by Arrest|Date: 08/20/2012 01:01||N ANTELOPE VALLEY PKWY & Salt Creek RDWY|0.00|0.00|UNL student was contacted and cited/released for MIP (.124 BAC).
12003063|TRESPASSING|8/20/2012 1:21|Cleared by Exception|Date: 08/20/2012 01:21||500 N. 17th St|0.00|0.00|Non-student issued a UNL trespass policy letter. He was in the rec fields area after hours.
12003068|TRAFFIC - SUSPENDED DRIVER|8/20/2012 3:55|Cleared by Arrest|Date: 08/20/2012 03:55||N 17TH ST & VINE ST|0.00|0.00|Non-student stopped for speeding. Cited/released for Driving Under Suspension.
12003073|ACCIDENTS - P.D. REPORTABLE|8/20/2012 12:30|Cleared by Exception|between: 08/20/2012 12:20 and 08/20/2012 12:25|Abel Hall|880 North 17th St|0.00|1025.00|UNL vehicle struck another vehicle while backing. Owner notified.
12003077|DISTURBANCE - OTHER|8/20/2012 15:30|Inactive|Date: 08/19/2012 20:30||745 N 14th|0.00|0.00|Person complained that unknown person deleted information off of their laptop.
12003080|MEDICAL EMERGENCY|8/20/2012 19:13|Cleared by Exception|Date: 08/20/2012 19:13||3850 Center Road|0.00|0.00|Person suffering a diabetic reaction at 3850 Center Road on East Campus, LFR on scene, medical refused.
12003081|UNL POLICY VIOLATION - WEAPONS|8/20/2012 23:20|Cleared by Exception|between: 08/20/2012 23:20 and 08/20/2012 23:20|Pound Hall|513 North 17th St|0.00|0.00|UNL student contacted with a stun gun. Referred to the Dean of Students.
12003084|ALCOHOL - BUY/PROCURE FOR MINORS|8/21/2012 1:26|Cleared by Arrest|between: 08/20/2012 21:30 and 08/21/2012 00:00||1320 P St|0.00|0.00|UNL student cited for Procuring Alcohol for Minors and Maintaining a Disorderly House after a minor was found unresponsive due to alcohol consumption at the student's off-campus residence.
12003083|ALCOHOL - MINOR IN POSSESSION|8/21/2012 1:26|Cleared by Arrest|Date: 08/21/2012 01:26|Union-City|1400 R St|0.00|0.00|Non-student found unresponsive and intoxicated on the sidewalk. Transported to hospital by LFR. Cited/released for MIP-C. .297 BAC.
12003087|VANDALISM - OTHER|8/21/2012 9:06|Inactive|between: 08/17/2012 03:00 and 08/17/2012 04:00|Whittier Building|2200 Vine St|0.00|200.00|Landscape Services reported 8 sprinkler heads that had been broken off on the south side of the Whittier building.
12003088|LARCENY - STOLEN BIKE|8/21/2012 10:34|Inactive|between: 08/17/2012 23:00 and 08/20/2012 11:00|Abel Hall|880 North 17th St|90.00|0.00|A UNL student reported the theft of his bike from the bike racks west of Abel Hall.
12003091|ALCOHOL - DRUNK|8/21/2012 12:45|Cleared by Exception|Date: 08/21/2012 12:45||N 17TH ST & R ST|0.00|0.00|Ofc. dispatched to N. 16th and R St. regarding an intoxicated male (non UNL).  Male was turned over to Detox staff.
12003092|LARCENY - FROM BUILDING|8/21/2012 13:40|Inactive|between: 08/21/2012 13:15 and 08/21/2012 13:30|Campus Recreation Center|841 North 14th St|250.00|0.00|Items taken from a locker in the Rec Center, $250 loss.
12003093|NARCOTICS - SALE/DELIVER|8/21/2012 14:31|Cleared by Arrest|Date: 08/21/2012 14:31|Schramm Hall|1130 North 14th St|0.00|0.00|Two persons lodged for Distribution of Marhiuana within or on schools grounds.This occurred in Scharmm Hall.
12003095|ACCIDENTS - INJURY|8/21/2012 15:40|Cleared by Exception|Date: 08/21/2012 15:40||EAST CAMPUS LOOP & HOLDREGE ST|0.00|1100.00|Two vehicle injury accident occurring at 35th and Holdrege and East Campus loop. Medical refused $1100 damage.
12003099|LARCENY - FROM BUILDING|8/21/2012 17:27|Inactive|between: 08/21/2012 14:00 and 08/21/2012 17:27|Campus Recreation Center|841 North 14th St|550.00|0.00|Items taken from locker in the Rec Center later found in another locker, $550 recovered.
12003103|MEDICAL EMERGENCY|8/21/2012 22:54|Cleared by Exception|Date: 08/21/2012 22:54|14th & Avery Parking Garage|1111 North 14th St|0.00|0.00|UNL student transported to Bryan/LGH West by Lincoln Fire and Rescue after complaining of being dizzy and light-headed.
12003104|TRESPASSING|8/21/2012 22:58|Cleared by Arrest|between: 08/21/2012 22:58 and 08/21/2012 22:58|515 N 19th Parking Lot Vine to|515 North 19th St.|0.00|0.00|Ban and barred non-student contacted after being seen inside of a vehicle that was not his. Cited for Attempted Theft and lodged for Trespassing.
12003105|NARCOTICS - POSSESSION|8/21/2012 23:27|Cleared by Arrest|Date: 08/21/2012 23:27|Abel Hall|880 North 17th St|0.00|0.00|UNL student contacted for smoking marijuana in his dorm room. Cited/released for MIP, Drug Paraphernalia and Possession of Marijuana Less than an Ounce.
12003106|ALCOHOL - MINOR IN POSSESSION|8/22/2012 2:31|Cleared by Arrest|Date: 08/22/2012 02:31||N 17TH ST & R ST|0.00|0.00|UNL student contacted after he fell in the middle of a street. Cited for MIP-Consumption (.169 BAC) and released to a sober person.
12003109|LARCENY - FROM COIN OPERATED MACH.|8/22/2012 8:49|Inactive|between: 08/22/2012 07:40 and 08/22/2012 07:50|Mabel Lee Hall|840 North 14th St|52.00|0.00|Pepsi sales manager reported an unknown person removed approximately twenty six energy drinks from a Pepsi machine in Mabel Lee Hall.
12003112|MEDICAL EMERGENCY|8/22/2012 12:33|Cleared by Exception|Date: 08/22/2012 12:33|Richards Hall|560 Stadium Dr|0.00|0.00|UNLPD and LFR were dispatched to Richards Hall on a student who had fainted during class.  Student was transported to the hospital for further treatment.
12003113|MEDICAL EMERGENCY|8/22/2012 13:12|Cleared by Exception|Date: 08/22/2012 13:12|Sandoz Hall|820 North 17th St|0.00|0.00|Person injuried their head while in Abel Hall, transported to Bryan LGH West by LFR.
12003116|ACCIDENTS - P.D. H&R NOT REPORTABLE|8/22/2012 16:19|Inactive|between: 08/21/2012 16:30 and 08/21/2012 01:00|Henzlik Hall|1430 Vine St|0.00|0.00|Report of possible Hit and Run accident occurring in the lot north side of Henzilk Hall.
12003117|FIRE - FALSE ALARM|8/22/2012 17:51|Inactive|Date: 08/22/2012 17:51|Pound Hall|513 North 17th St|0.00|0.00|Pull station activated on the 7th floor by the north stairwell. Building was cleared with no fire or smoke observed.  Investigation continues.
12003120|NARCOTICS - POSSESSION|8/23/2012 0:56|Cleared by Arrest|between: 08/23/2012 00:56 and 08/23/2012 00:56|HSS North Lot|1220 N 14th St|0.00|0.00|4 parties contacted on a suspicious vehicle call.  One non-student cited for Poss of Drug Paraphernalia.  One non-student cited for Poss of Marijuana &lt; 1 oz and Poss Drug Paraphernalia.
12003121|ALCOHOL - MINOR IN POSSESSION|8/23/2012 2:25|Cleared by Arrest|Date: 08/23/2012 02:25|Campus Recreation Center|841 North 14th St|0.00|0.00|Non-student contacted for intoxication.  Cited/Detox for MIP (.195 BrAC), Poss Drug Paraphernalia and False ID.
12003125|LARCENY - OTHER OR FROM OPEN AREA|8/23/2012 10:03|Inactive|between: 08/19/2012 14:00 and 08/21/2012 23:00|Burr Hall|1701 North 35th St|75.00|0.00|UNL student reported the rear tire stolen from a bicycle on the racks north of Burr Hall.
12003129|LARCENY - STOLEN BIKE|8/23/2012 14:13|Inactive|between: 07/10/2012 15:00 and 08/23/2012 14:13|Bob Devaney Sports Center|1600 Court St|210.00|0.00|Belated report of a stolen orange DK, BMX style bicycle.
12003130|MEDICAL EMERGENCY|8/23/2012 14:20|Cleared by Exception|Date: 08/23/2012 14:20|University Health Center|1500 U St|0.00|0.00|UNL student possibly having an anxiety attack.  Transported to Bryan LGH West for further treatment.
